"2023-09-06","23.88888888888889","40","49","705.98","9.57","12.91","16.98","9.57","12.91","16.98","53","53","1673.93","481.02","58.75","10.39","5.3","0.3"
"2023-09-14","29.619565217391305","22.02536231884058","41","702.9524637681158","2213.5300000000007","2960.8399999999974","3380.3099999999986","2213.5300000000007","2960.5899999999974","3372.619999999998","12080","12079","411911.18000000005","121455.06999999998","15781.19000000001","1440.5699999999997","598.7100000000003","188.91999999999996"
"2023-09-15","30.555555555555557","20.68","41","704.7654666666665","606.37","779.6200000000003","862.5399999999996","606.37","779.6200000000003","862.5399999999996","3252","3252","114075.34999999998","33173.65","3756.5999999999995","304.66999999999996","118.56999999999998","40.25000000000001"
"2023-09-17","21.98412698412698","30.825396825396826","37","702.8752380952377","878.6500000000002","1162.98","1310.5899999999997","869.8000000000001","1161.0000000000002","1308.9199999999996","4360","4354","168170.37000000002","49528.35","5733.849999999999","565.31","216.79000000000002","55.37000000000002"
"2023-09-18","20.721450617283953","37.9","28","703.8330000000009","9338.35999999999","12445.67000000001","14210.190000000006","9022.76999999999","12160.11","14084.220000000008","41091","40423","1679711.3099999991","492736.72999999986","61094.5","6682.929999999994","2383.729999999997","574.6399999999998"
"2023-09-19","20.17438271604938","34.4125","26","703.5499861111106","7827.730000000006","10561.969999999985","12384.68","7724.630000000005","10466.809999999989","12327.909999999998","38764","38535","1450064.1300000015","421691.80999999965","53116.74000000003","6408.620000000003","2595.830000000001","696.8300000000012"
"2023-09-20","20.850308641975307","36.416666666666664","34","703.6174444444441","9854.46000000001","13483.849999999984","15832.349999999988","9429.429999999998","12948.47999999999","15349.089999999991","44683","43880","1765230.2900000024","521415.6299999999","69693.65000000004","8455.39000000001","3572.360000000005","695.9200000000005"
"2023-09-21","21.135802469135808","34.62222222222222","29","702.9685138888884","7921.249999999999","11092.18","12659.150000000001","7510.029999999998","10290.450000000006","12257.529999999999","37268","36273","1432482.4399999976","420080.8899999998","54461.45999999998","7040.8600000000015","2928.4999999999964","595.9000000000009"
"2023-09-22","19.57264957264957","29.23076923076923","33","702.4584615384616","259.41999999999996","346.75","406.33000000000004","259.41999999999996","346.75","406.33000000000004","1385","1385","47777.15999999999","14058.28","1732.95","192.19999999999996","90.12999999999997","24.45999999999999"
"2023-10-05","24.29456434852118","35.226618705035975","42","703.4250359712235","2285.0199999999995","2927.420000000001","3279.429999999999","2282.1199999999994","2925.370000000001","3278.229999999999","11676","11669","428579.7200000004","125839.81000000004","13953.51","1219.0799999999995","521.9500000000002","152.55999999999992"
"2023-10-06","20.76388888888889","47.59861111111111","41","705.0655138888892","8518.97","11296.169999999996","12912.959999999994","8316.169999999998","11092.949999999993","12759.579999999998","40615","40184","1523130.3999999985","450845.42999999993","57429.34999999998","5618.150000000001","2441.7400000000002","559.65"
"2023-10-07","21.40936485859991","43.3240611961057","38","705.0993880389436","8431.620000000003","11284.719999999998","12939.070000000005","8300.040000000003","11190.339999999991","12915.710000000005","40408","40191","1517079.2399999998","448043.2000000003","57678.93","5876.890000000003","2472.6499999999983","595.8700000000002"
"2023-10-08","20.316358024691358","47.00833333333333","41","704.3867777777781","9528.709999999985","12597.019999999997","14246.540000000006","9497.019999999986","12584.559999999998","14245.710000000005","44960","44931","1710996.070000002","500296.8600000006","62581.66000000003","6004.219999999995","2486.0399999999986","578.9299999999994"
"2023-10-09","19.62577160493827","47.87361111111111","41","705.0028611111107","8918.73","12235.310000000005","14354.48000000002","8539.209999999995","11867.930000000006","14199.81000000001","41658","40779","1615827.749999999","473621.36999999994","64915.84000000009","7389.030000000004","3212.400000000003","697.8400000000009"
"2023-10-10","20.756172839506174","47.07222222222222","39","704.851625","5295.369999999991","6936.13","7892.889999999997","5251.229999999994","6918.979999999999","7889.829999999997","26888","26850","1027641.6799999999","296930.9900000002","33254.46999999999","3477.6200000000026","1412.0300000000018","377.59999999999997"
"2023-10-11","21.700711853915195","40.26183844011142","30","704.1334401114201","6080.59000000001","8203.369999999997","9554.930000000004","6032.530000000011","8172.579999999993","9544.150000000005","30315","30246","1156596.08","336709.5599999997","41343.31999999991","4865.969999999997","2014.18","474.93000000000046"
"2023-10-12","20.83371860070889","39.20943134535368","30","703.9187933425792","7538.919999999998","10581.739999999993","12633.810000000005","7445.639999999999","10449.839999999998","12527.350000000008","37420","37111","1393365.7600000007","408753.1","56867.08999999992","7293.83000000001","3090.8000000000015","661.8500000000005"
"2023-10-13","20.086660476632623","43.20473537604457","31","704.4156267409462","10765.590000000002","14837.789999999999","17781.35999999999","10087.98","14161.999999999993","17398.59999999999","47980","46473","1954242.8000000026","569051.6800000005","75313.67000000009","10295.889999999996","4475.98","881.0699999999989"
"2023-10-14","19.98148148148148","47.68055555555556","38","704.6546805555563","8076.880000000002","10611.809999999996","12096.279999999995","8041.740000000003","10585.729999999996","12071.999999999998","38607","38546","1476273.5","431666.2999999995","51821.910000000025","5248.770000000002","2227.970000000002","505.4300000000006"
"2023-10-15","20.543192705918713","43.26286509040334","37","704.6218636995825","5975.599999999997","8040.5099999999975","9229.13000000001","5951.369999999997","8007.979999999997","9198.680000000008","30928","30861","1132008.6300000013","328815.6800000004","42425.81000000009","4123.730000000006","1767.0000000000005","475.2800000000005"
"2023-10-16","20.42361111111111","41.048611111111114","33","704.480125","5248.9400000000005","7078.580000000008","8213.16","5206.700000000001","7044.910000000011","8201.55","26993","26915","1004022.4700000003","293610.2400000003","37192.79999999995","3910.2299999999996","1669.5000000000007","454.47999999999985"
"2023-10-17","19.28935185185185","50.15972222222222","39","704.0943611111106","7027.399999999994","9172.279999999993","10352.589999999997","6931.04999999999","9120.789999999995","10343.729999999996","33849","33737","1309825.4899999995","380196.65000000026","44776.190000000046","4240.270000000001","1748.7800000000004","430.1600000000001"
"2023-10-18","20.564043209876544","44.422222222222224","37","703.7939722222222","5981.809999999997","7715.650000000006","8767.049999999988","5947.959999999996","7710.580000000006","8766.639999999989","29232","29223","1146709.62","330082.49000000005","35974.68000000001","3659.9599999999996","1556.3799999999997","428.8300000000002"
"2023-10-19","21.97660003099334","39.67782426778243","33","703.7195397489535","7204.909999999997","9700.930000000002","11257.840000000018","7109.0099999999975","9630.150000000003","11233.07000000002","34540","34368","1321645.799999999","385850.48999999993","52023.91999999999","5188.759999999998","2314.830000000001","615.0699999999999"
"2023-10-20","21.184515530829856","40.92906815020862","32","704.281557719055","6558.189999999998","8911.399999999994","10422.780000000013","6410.569999999999","8674.449999999995","10128.340000000015","33047","32852","1222958.6500000004","358684.01999999984","46853.53","5233.529999999992","2252.6299999999997","573.0999999999996"
"2023-10-21","21.06088703446144","42.24061196105702","36","704.568915159945","5542.499999999996","7369.609999999995","8344.280000000006","5526.399999999996","7342.879999999996","8323.320000000007","28418","28355","1046606.2700000001","306726.45999999973","38183.44000000002","3472.8700000000013","1431.9000000000017","399.6699999999995"
"2023-10-22","21.255401234567902","38.84444444444444","34","704.2562499999998","8670.280000000002","11689.960000000003","13421.68999999999","8349.370000000004","11303.780000000002","13138.909999999993","40866","40203","1569022.5","458763.5999999997","61502.42999999998","6120.779999999999","2613.42","601.1200000000003"
"2023-10-23","21.076340596507492","41.44367176634214","36","704.3281919332408","8195.280000000006","10859.270000000008","12346.519999999999","8155.2900000000045","10845.930000000013","12344.679999999998","38838","38807","1487907.37","434007.6600000005","55874.129999999925","5143.960000000004","2228.329999999998","545.9800000000007"
"2023-10-24","22.03832483387421","39.94853963838665","37","703.9858692628657","8954.999999999995","11931.979999999992","13760.090000000002","8621.929999999995","11594.919999999991","13422.59","41322","40738","1611972.9999999963","470212.48999999976","62623.52999999998","5787.8999999999905","2542.9300000000017","610.5000000000005"
"2023-10-25","19.162808641975307","52.31944444444444","40","704.0520833333334","6202.070000000001","8017.660000000004","9116.179999999998","6096.390000000001","7928.090000000005","9071.15","30325","30130","1175476.14","340409.04000000044","38096.289999999986","3805.7500000000005","1641.9599999999982","416.2100000000003"
"2023-10-26","18.152006172839506","55.456944444444446","45","703.2200833333336","6873.929999999989","8841.650000000003","10034.850000000006","6790.459999999987","8745.150000000001","9936.920000000006","32980","32812","1281020.4700000007","371061.99000000034","41765.86000000002","4136.330000000001","1784.73","439.5600000000004"
"2023-10-27","18.725853809303047","51.186369958275385","40","703.0359527121","5833.859999999992","7510.829999999999","8332.809999999998","5825.959999999994","7502.719999999998","8327.359999999997","29571","29552","1091450.8199999998","318612.14999999997","37020.639999999985","2936.26","1216.760000000001","329.46999999999986"
"2023-10-28","16.47530864197531","56.858333333333334","42","702.9875138888882","6717.009999999998","8813.149999999983","9942.330000000007","6648.229999999999","8726.169999999986","9853.410000000005","32418","32308","1237322.7100000007","360239.2700000002","44599.929999999986","3949.8800000000056","1674.3599999999988","449.67000000000036"
"2023-10-29","15.182648401826482","58.76438356164383","43","703.9359999999994","3899.530000000002","5432.699999999997","6319.2199999999975","3753.0600000000027","5160.119999999997","5953.400000000001","19137","18942","701169.2000000001","205709.81","30097.710000000006","3271.8800000000006","1314.000000000001","271.14000000000004"
